mapping_id,action_id,action_name,action_definition,sector,component,eligibility,eligibility_rationale,mapping_indicator_ids,mapping_indicator_names,indicator_evidence_coverage,effectiveness_class,source_sufficiency,time_horizon,maladaptation_flag,assessment_basis,screening_status,screened_source_count,mapping_review_status,mapping_review_note,evidence_id,source_id,source_title,source_url,pdf_page,printed_page,quote_verbatim,evidence_grounding_status,evidence_grounding_note,evidence_indicator_ids,evidence_indicator_names,direction,quantified_value,support_scope,maladaptation_signal,evidence_review_status,evidence_review_note
map_a2c9fa478265413e,icare_0185,Improve Creation of An Epidemiological Intelligence Center,"This action focuses on establishing an epidemiological intelligence center to monitor public health indicators and provide accessible information to the population. This helps in making informed decisions and protecting public health, particularly in relation to climate-sensitive diseases.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_55572447081ca312,icare_0186,Implement integrated coastal zone management,This action describes the implementation of an integrated coastal zone management plan to promote sustainable development and address the impacts of climate change in coastal areas. It includes measures to mitigate the impacts of sea-level rise and coastal erosion.,health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_a3481a07d41d3eff,icare_0186,Implement integrated coastal zone management,This action describes the implementation of an integrated coastal zone management plan to promote sustainable development and address the impacts of climate change in coastal areas. It includes measures to mitigate the impacts of sea-level rise and coastal erosion.,health,exposure,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Bodies of water, Natural coverage, Natural coverage, Bodies of water. Evidence determines whether the effect is demonstrated and in which direction.",50026 | 50050 | 50072 | 50098,Bodies of water | Natural coverage | Natural coverage | Bodies of water,none (0/4; missing 50026 | 50050 | 50072 | 50098),none_demonstrated,none,5-10 years,false,proposed_evidence,complete,6,proposed,,,,,,,,,,,,,,,,,,
map_587266a770b0d277,icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.","Develop actions aimed at promoting the health of the population exposed to environmental factors related to atmospheric, noise, and sanitation pollutants. Identify and evaluate the acute and chronic risks and effects of exposure to fixed and mobile sources of air, noise, water, and soil pollution, and act in the surveillance of diseases derived from these pollutants through physical units and work groups, especially among the most vulnerable people.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_393b364527853f8c,icare_0188,"Create an Environmental Health Surveillance Program related to Populations Exposed to Air Pollution, Noise Pollution, Water Pollution, and Soil Pollution.","Develop actions aimed at promoting the health of the population exposed to environmental factors related to atmospheric, noise, and sanitation pollutants. Identify and evaluate the acute and chronic risks and effects of exposure to fixed and mobile sources of air, noise, water, and soil pollution, and act in the surveillance of diseases derived from these pollutants through physical units and work groups, especially among the most vulnerable people.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_0c4aae45f465be77,ipcc_0078,Implement green roofs and walls,"The implementation of green roofs and green walls mitigates urban heat island effects, improves thermal comfort, reduces energy demand in buildings, manages stormwater, and enhances urban livability and biodiversity.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_6824fdef948d3b99,ipcc_0078,Implement green roofs and walls,"The implementation of green roofs and green walls mitigates urban heat island effects, improves thermal comfort, reduces energy demand in buildings, manages stormwater, and enhances urban livability and biodiversity.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_e605b31167401cf2,ipcc_0083,Plan strategic coastal retreat for vulnerable communities,"Planned relocation and retreat of people, assets, and activities from coastal hazard zones to reduce exposure and risks caused by sea-level rise and associated coastal hazards.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,>10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_359518773e8e9fae,ipcc_0083,Plan strategic coastal retreat for vulnerable communities,"Planned relocation and retreat of people, assets, and activities from coastal hazard zones to reduce exposure and risks caused by sea-level rise and associated coastal hazards.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,>10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_813ad66f5af9a76a,ipcc_0084,Restore/create natural areas,"Restoration and conservation of marine and coastal habitats, such as mangroves, vegetated dunes, seagrasses, coral reefs, and kelp forests, to protect coastal communities, support biodiversity, sequester carbon, and mitigate climate change. Efforts include creating marine protected areas, active restoration of coral reefs, ridge-to-reef management, restoring dunes, planting salinity-tolerant trees, increasing forest cover, detect and manage forest pests.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_26a58aa1b0f6f039,ipcc_0084,Restore/create natural areas,"Restoration and conservation of marine and coastal habitats, such as mangroves, vegetated dunes, seagrasses, coral reefs, and kelp forests, to protect coastal communities, support biodiversity, sequester carbon, and mitigate climate change. Efforts include creating marine protected areas, active restoration of coral reefs, ridge-to-reef management, restoring dunes, planting salinity-tolerant trees, increasing forest cover, detect and manage forest pests.",health,exposure,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Deforestation, Bodies of water, Natural coverage, Natural coverage, Deforestation, Bodies of water. Evidence determines whether the effect is demonstrated and in which direction.",50024 | 50026 | 50050 | 50072 | 50097 | 50098,Deforestation | Bodies of water | Natural coverage | Natural coverage | Deforestation | Bodies of water,partial (4/6; missing 50026 | 50098),low,moderate,5-10 years,false,proposed_evidence,complete,6,proposed,,ev_79c78f362c1b07d1,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 72.4% and token coverage is 100.0%. Confirm visually during evidence review.,50024 | 50050 | 50072 | 50097,Deforestation | Natural coverage | Natural coverage | Deforestation,supports,,partial_action,false,needs_review,
map_2f57d184af94262d,ipcc_0085,Reduce pressures on ecosystems to build resilience,"Reduce pollution, eutrophication, and anthropogenic pressures on natural systems, including marine and terrestrial ecosystems. Efforts include managing runoff, protecting sensitive habitats like the Great Barrier Reef, addressing non-climate drivers, promoting sustainable fisheries harvest, and increasing connectivity between natural areas to enhance ecosystem resilience.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_a770eaa513783f24,ipcc_0085,Reduce pressures on ecosystems to build resilience,"Reduce pollution, eutrophication, and anthropogenic pressures on natural systems, including marine and terrestrial ecosystems. Efforts include managing runoff, protecting sensitive habitats like the Great Barrier Reef, addressing non-climate drivers, promoting sustainable fisheries harvest, and increasing connectivity between natural areas to enhance ecosystem resilience.",health,exposure,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Deforestation, Bodies of water, Natural coverage, Natural coverage, Deforestation, Bodies of water. Evidence determines whether the effect is demonstrated and in which direction.",50024 | 50026 | 50050 | 50072 | 50097 | 50098,Deforestation | Bodies of water | Natural coverage | Natural coverage | Deforestation | Bodies of water,partial (4/6; missing 50026 | 50098),low,moderate,5-10 years,false,proposed_evidence,complete,6,proposed,,ev_d217ae24295b994e,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 72.4% and token coverage is 100.0%. Confirm visually during evidence review.,50024 | 50050 | 50072 | 50097,Deforestation | Natural coverage | Natural coverage | Deforestation,supports,,partial_action,false,needs_review,
map_11119bb26e825749,ipcc_0086,Implement ecosystem‑based adaptation measures,"Restoring and sustainably managing marine, coastal, urban, riverine, and wetland ecosystems to protect against climate hazards such as storm surges, floods, and heatwaves. Efforts include agroecology, coastal and marine vegetation and reefs, vegetation corridors, mangrove habitat restoration, urban green space to reduce temperatures. These actions improve biodiversity, store carbon, enhance water quality, and provide socio-economic and cultural co-benefits.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_57c3f4abc540ad56,ipcc_0086,Implement ecosystem‑based adaptation measures,"Restoring and sustainably managing marine, coastal, urban, riverine, and wetland ecosystems to protect against climate hazards such as storm surges, floods, and heatwaves. Efforts include agroecology, coastal and marine vegetation and reefs, vegetation corridors, mangrove habitat restoration, urban green space to reduce temperatures. These actions improve biodiversity, store carbon, enhance water quality, and provide socio-economic and cultural co-benefits.",health,exposure,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Deforestation, Bodies of water, Natural coverage, Natural coverage, Deforestation, Bodies of water. Evidence determines whether the effect is demonstrated and in which direction.",50024 | 50026 | 50050 | 50072 | 50097 | 50098,Deforestation | Bodies of water | Natural coverage | Natural coverage | Deforestation | Bodies of water,partial (4/6; missing 50026 | 50098),low,moderate,5-10 years,false,proposed_evidence,complete,6,proposed,,ev_7b668b80e1f9c70c,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,2452,2440,"Urban greening (e.g., tree planting; construction of stormwater retention areas; construction of green roofs and cool roofs; provision of rainwater barrels; pervious pavement materials) Mitigation, particularly avoided emissions; public health improvements—increases in physical activity, reductions in air and noise pollution, reduced urban heat island effect, improved mental health; urban flood risk management; water savings; energy savings",layout_match,Quote text is present but PDF columns or tables changed its extraction order; ordered coverage is 72.4% and token coverage is 100.0%. Confirm visually during evidence review.,50024 | 50050 | 50072 | 50097,Deforestation | Natural coverage | Natural coverage | Deforestation,supports,,partial_action,false,needs_review,
map_ded283e1a9a341e0,ipcc_0087,Improve Infrastructure retrofitting,"Strengthen and upgrade existing infrastructure, including roads, housing, and energy systems, to improve resilience against climate risks such as floods, droughts, and heatwaves. Efforts include using thermosiphons for permafrost degradation, increasing rooftop albedo (for reflectivity) and shading",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_4c8bb165e11e4060,ipcc_0087,Improve Infrastructure retrofitting,"Strengthen and upgrade existing infrastructure, including roads, housing, and energy systems, to improve resilience against climate risks such as floods, droughts, and heatwaves. Efforts include using thermosiphons for permafrost degradation, increasing rooftop albedo (for reflectivity) and shading",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_dc3b929ae79106d8,ipcc_0088,Update and enforce climate‑resilient building codes,"The development and implementation of building codes and architectural design regulations aimed at integrating climate adaptation parameters. These codes are focused on reducing risks from climate-induced hazards like floods and landslides. They also support climate-resilient urban development by guiding land use, construction practices, and infrastructure standards. The initiative fosters strategic long-term urban planning to coordinate public and private investments in adaptation, including the creation of safe zones and the transformation of precarious settlements. It ensures that new infrastructure is resilient to climate risks and that urban spaces are safe and sustainable for current and future populations.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_fb3d55624881eba5,ipcc_0088,Update and enforce climate‑resilient building codes,"The development and implementation of building codes and architectural design regulations aimed at integrating climate adaptation parameters. These codes are focused on reducing risks from climate-induced hazards like floods and landslides. They also support climate-resilient urban development by guiding land use, construction practices, and infrastructure standards. The initiative fosters strategic long-term urban planning to coordinate public and private investments in adaptation, including the creation of safe zones and the transformation of precarious settlements. It ensures that new infrastructure is resilient to climate risks and that urban spaces are safe and sustainable for current and future populations.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_372c06a825354fcc,ipcc_0089,Spatially redirect development,"Use zoning and land-use planning to regulate coastal development by implementing spatial development strategies that consider environmental vulnerabilities, protect ecosystems, and mitigate risks from flooding, heatwaves, and sea-level rise. This includes ensuring that development is directed away from high-risk areas, integrating climate adaptation considerations into urban planning, and promoting sustainable practices to close adaptation gaps while addressing urban inequality.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_8f8bd468421f72a9,ipcc_0089,Spatially redirect development,"Use zoning and land-use planning to regulate coastal development by implementing spatial development strategies that consider environmental vulnerabilities, protect ecosystems, and mitigate risks from flooding, heatwaves, and sea-level rise. This includes ensuring that development is directed away from high-risk areas, integrating climate adaptation considerations into urban planning, and promoting sustainable practices to close adaptation gaps while addressing urban inequality.",health,exposure,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Settlements, Deforestation, Settlements, Informal settlements, Natural coverage, Settlements, Natural coverage, Population density, Informal settlements, Deforestation. Evidence determines whether the effect is demonstrated and in which direction.",50022 | 50024 | 50048 | 50049 | 50050 | 50071 | 50072 | 50094 | 50096 | 50097,Settlements | Deforestation | Settlements | Informal settlements | Natural coverage | Settlements | Natural coverage | Population density | Informal settlements | Deforestation,complete (10/10),medium,moderate,5-10 years,false,proposed_evidence,complete,6,proposed,,ev_a461dfe21ff5c437,H_SRC_002,"Climate Change 2022: Impacts, Adaptation and Vulnerability",https://www.ipcc.ch/report/ar6/wg2/downloads/report/IPCC_AR6_WGII_FullReport.pdf,1657,1645,Reviewing land use and spatial planning to reduce exposure to climate risks.,verified_exact,Normalized quote occurs on the cited PDF page.,50022 | 50024 | 50048 | 50049 | 50050 | 50071 | 50072 | 50094 | 50096 | 50097,Settlements | Deforestation | Settlements | Informal settlements | Natural coverage | Settlements | Natural coverage | Population density | Informal settlements | Deforestation,supports,,whole_action,false,proposed,
map_c699f71f52bc35c5,ipcc_0090,Expand climate risk insurance coverage,"Insurance provides financial risk management tools tailored to climate-induced challenges. This includes traditional agricultural insurance to protect farmers from weather-related losses and innovative index-based insurance solutions. Index-based insurance leverages measurable weather indices, such as rainfall or temperature, to trigger payouts automatically when thresholds are reached, bypassing the need for loss verification. These tools help stabilize incomes, encourage investment in climate-resilient practices, and reduce the economic vulnerability of stakeholders in agriculture, aquaculture, and energy sectors. Furthermore, bundled insurance products with additional services like fertilizer or seed access enhance overall resilience, particularly in underserved and rural communities. By mitigating risks associated with droughts, floods, and storms, insurance supports sustainable development and adaptation goals",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_5e644364546e4794,ipcc_0090,Expand climate risk insurance coverage,"Insurance provides financial risk management tools tailored to climate-induced challenges. This includes traditional agricultural insurance to protect farmers from weather-related losses and innovative index-based insurance solutions. Index-based insurance leverages measurable weather indices, such as rainfall or temperature, to trigger payouts automatically when thresholds are reached, bypassing the need for loss verification. These tools help stabilize incomes, encourage investment in climate-resilient practices, and reduce the economic vulnerability of stakeholders in agriculture, aquaculture, and energy sectors. Furthermore, bundled insurance products with additional services like fertilizer or seed access enhance overall resilience, particularly in underserved and rural communities. By mitigating risks associated with droughts, floods, and storms, insurance supports sustainable development and adaptation goals",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_1f3aed01a34e28ee,ipcc_0091,Support livelihood diversification for climate resilience,"Promote alternative income opportunities to reduce the vulnerability of communities dependent on fisheries and mariculture. Municipal governments can facilitate training, microcredit programs, and connections to value chains that enable diversification into eco-tourism, agro-processing, crafts, and service sectors. By supporting infrastructure upgrades, skills development, and access to finance, cities can help stabilize incomes, strengthen local economies, and protect livelihoods from the impacts of shifting marine species distributions and climate variability.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_effd3338f4906cd4,ipcc_0091,Support livelihood diversification for climate resilience,"Promote alternative income opportunities to reduce the vulnerability of communities dependent on fisheries and mariculture. Municipal governments can facilitate training, microcredit programs, and connections to value chains that enable diversification into eco-tourism, agro-processing, crafts, and service sectors. By supporting infrastructure upgrades, skills development, and access to finance, cities can help stabilize incomes, strengthen local economies, and protect livelihoods from the impacts of shifting marine species distributions and climate variability.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,<5 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_4303e38cd3ce62ab,ipcc_0092,Expand climate‑responsive social safety nets,"Social safety nets encompass adaptive social protection mechanisms to reduce food insecurity and malnutrition, especially for vulnerable populations. These include cash transfers, school feeding programs, public work initiatives, unemployment compensation, land reforms, credit and insurance schemes. Integrated approaches combine climate risk assessments with disaster risk reduction, education, and social equity to enhance resilience to climate stresses.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_098b135a4be82f9a,ipcc_0092,Expand climate‑responsive social safety nets,"Social safety nets encompass adaptive social protection mechanisms to reduce food insecurity and malnutrition, especially for vulnerable populations. These include cash transfers, school feeding programs, public work initiatives, unemployment compensation, land reforms, credit and insurance schemes. Integrated approaches combine climate risk assessments with disaster risk reduction, education, and social equity to enhance resilience to climate stresses.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_7a91b60272d0e46c,ipcc_0094,Strengthen climate‑resilient health services,"Enhancing access to health care services, including health and nutrition services, clean water, sanitation, and culturally appropriate mental health resources. Expanding telemedicine capabilities enables efficient health service delivery, particularly for remote and underserved populations. Strengthening basic public health systems and disaster preparedness can rapidly reduce vulnerability to climate-related health risks.",health,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Basic care coverage, Access to diagnosis and treatment, Basic care coverage, Basic care coverage, Basic care coverage. Evidence determines whether the effect is demonstrated and in which direction.",50019 | 50020 | 50046 | 50069 | 50093,Basic care coverage | Access to diagnosis and treatment | Basic care coverage | Basic care coverage | Basic care coverage,complete (5/5),high,broad,5-10 years,false,proposed_evidence,complete,6,proposed,,ev_b89a7580ea9f61c2,H_SRC_008,Operational Framework for Building Climate Resilient Health Systems,https://iris.who.int/server/api/core/bitstreams/63c28858-bafe-4ba0-881a-af0517b7e1bf/content?download=1,15,9,For health system strengthening the following measures are recommended: an adequate workforce and climate-proofed infrastructure in local facilities to control climate-sensitive diseases and improve response to local emergencies; surveillance systems to monitor population health and environmental exposure; and good practices of health governance.,verified_ordered,Ordered token coverage on the cited PDF page is 97.8%.,50019 | 50020 | 50046 | 50069 | 50093,Basic care coverage | Access to diagnosis and treatment | Basic care coverage | Basic care coverage | Basic care coverage,supports,,whole_action,false,proposed,
map_7a91b60272d0e46c,ipcc_0094,Strengthen climate‑resilient health services,"Enhancing access to health care services, including health and nutrition services, clean water, sanitation, and culturally appropriate mental health resources. Expanding telemedicine capabilities enables efficient health service delivery, particularly for remote and underserved populations. Strengthening basic public health systems and disaster preparedness can rapidly reduce vulnerability to climate-related health risks.",health,vulnerability,eligible,"Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Basic care coverage, Access to diagnosis and treatment, Basic care coverage, Basic care coverage, Basic care coverage. Evidence determines whether the effect is demonstrated and in which direction.",50019 | 50020 | 50046 | 50069 | 50093,Basic care coverage | Access to diagnosis and treatment | Basic care coverage | Basic care coverage | Basic care coverage,complete (5/5),high,broad,5-10 years,false,proposed_evidence,complete,6,proposed,,ev_8f15696e915307a8,H_SRC_009,Guidance for Climate Resilient and Environmentally Sustainable Health Care Facilities,https://iris.who.int/server/api/core/bitstreams/f914ca26-bee6-4c17-bf53-36e613f2abbb/content?download=1,8,vi,"Climate-resilient and environmentally sustainable health care facilities contribute to high quality of care and accessibility of services, and by helping reduce facility costs also ensure better affordability. They are, therefore, an important component of universal health coverage.",verified_exact,Normalized quote occurs on the cited PDF page.,50019 | 50020 | 50046 | 50069 | 50093,Basic care coverage | Access to diagnosis and treatment | Basic care coverage | Basic care coverage | Basic care coverage,supports,,whole_action,false,proposed,
map_67d5ddb20136932d,ipcc_0094,Strengthen climate‑resilient health services,"Enhancing access to health care services, including health and nutrition services, clean water, sanitation, and culturally appropriate mental health resources. Expanding telemedicine capabilities enables efficient health service delivery, particularly for remote and underserved populations. Strengthening basic public health systems and disaster preparedness can rapidly reduce vulnerability to climate-related health risks.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_9748bec1bb762566,ipcc_0096,Strengthen climate resilience in farming and fisheries,"Support the adoption of climate-smart agricultural and aquaculture practices by creating enabling conditions for farmers and fishers. Municipal governments can promote improved breeds, feed, and fertilizers, enhance irrigation efficiency, and foster aquaculture resilience through extension services, research partnerships, and targeted procurement. By offering incentives, technical assistance, and facilitating access to innovation and finance, cities can help producers adopt agroecological systems, diversify crops, and strengthen sustainable practices that build resilience to climate impacts.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_9fee94dd8891d31f,ipcc_0096,Strengthen climate resilience in farming and fisheries,"Support the adoption of climate-smart agricultural and aquaculture practices by creating enabling conditions for farmers and fishers. Municipal governments can promote improved breeds, feed, and fertilizers, enhance irrigation efficiency, and foster aquaculture resilience through extension services, research partnerships, and targeted procurement. By offering incentives, technical assistance, and facilitating access to innovation and finance, cities can help producers adopt agroecological systems, diversify crops, and strengthen sustainable practices that build resilience to climate impacts.",health,exposure,eligible,Conservative eligibility screen: the action's stated mechanism has a plausible direct pathway to Agricultural coverage. Evidence determines whether the effect is demonstrated and in which direction.,50051,Agricultural coverage,none (0/1; missing 50051),none_demonstrated,none,5-10 years,false,proposed_evidence,complete,6,proposed,,,,,,,,,,,,,,,,,,
map_7c5cc850f2b281d6,ipcc_0097,Upgrade food storage and distribution for climate resilience,"Strengthen local food systems by improving storage and distribution infrastructure to reduce losses and enhance resilience to climate impacts. Municipal governments can invest in public facilities such as cool storage units, silos, and warehouses, while upgrading logistics to handle perishable goods more efficiently. By supporting local markets, optimizing distribution networks, and facilitating access to reliable storage for producers and vendors, cities can improve food security, reduce waste, and ensure stable food availability during crises and extreme events.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_31bb7b72b249c13f,ipcc_0097,Upgrade food storage and distribution for climate resilience,"Strengthen local food systems by improving storage and distribution infrastructure to reduce losses and enhance resilience to climate impacts. Municipal governments can invest in public facilities such as cool storage units, silos, and warehouses, while upgrading logistics to handle perishable goods more efficiently. By supporting local markets, optimizing distribution networks, and facilitating access to reliable storage for producers and vendors, cities can improve food security, reduce waste, and ensure stable food availability during crises and extreme events.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_b6d736e36635e729,ipcc_0098,"Increase resilience by improving access to food, improving livelihoods and promoting dietary shifts and food waste reduction","Increase resilience through improved food production, distribution, and consumption practices. Actions include enhancing agricultural techniques, adopting water-saving technologies, implementing low-cost storage solutions, and promoting plant-based diets. Policymakers can encourage these behaviors with appropriate pricing policies, sustainable agriculture initiatives, and support for disadvantaged groups. The action emphasizes shifting to healthier diets, reducing overconsumption, and supporting local food systems to mitigate greenhouse gas emissions and ensure food security under climate change.",health,vulnerability,not_eligible,The action's primary mechanism does not directly change a terminal Health vulnerability indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
map_410904eaaa7f1f47,ipcc_0098,"Increase resilience by improving access to food, improving livelihoods and promoting dietary shifts and food waste reduction","Increase resilience through improved food production, distribution, and consumption practices. Actions include enhancing agricultural techniques, adopting water-saving technologies, implementing low-cost storage solutions, and promoting plant-based diets. Policymakers can encourage these behaviors with appropriate pricing policies, sustainable agriculture initiatives, and support for disadvantaged groups. The action emphasizes shifting to healthier diets, reducing overconsumption, and supporting local food systems to mitigate greenhouse gas emissions and ensure food security under climate change.",health,exposure,not_eligible,The action's primary mechanism does not directly change a terminal Health exposure indicator.,,,not_applicable,not_applicable,not_applicable,5-10 years,false,not_applicable,not_required,0,proposed,,,,,,,,,,,,,,,,,,
