id,opportunity_id,opportunity_name,source_actor_name,source_actor_type,instrument_type,geographic_scope,eligible_actor_types,gpc_sector,sector_scope,status,application_window,source_url,provider_actor_id,notes_internal,last_updated,Doc_Source,Grupo_Duplicado,Desición 
406,COMPENSACIONES_GEI_REGISTRO,Compensaciones por emisiones de gases de efecto invernadero asociadas a soluciones basadas en la naturaleza,Estado de Chile,national_government,other,"Chile national, Chile regional, Chile comunal","municipal, regional, private",AFOLU,other,recurring,No especificado,No especificado,No especificado,El cuadro 4.1 menciona el registro de emisiones y proyectos de compensación de la Ley N° 20.780 y el registro/certificación de proyectos de reducción de emisiones de la Ley N° 21.455.,2026-03-19,I8. Guía para la acción climática... Cap. 4.1 / Cuadro 4.1,,
407,APP_INVERSION_PRIVADA,Asociaciones público-privadas e inversión privada,Sector privado,private_sector,blended,"Chile national, Chile regional, Chile comunal","municipal, regional, public_agency, private, ppp","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,"Aporta recursos económicos, experiencia e innovación tecnológica; incluye mecanismo de iniciativas privadas bajo sistema de concesiones.",2026-03-19,I8. Guía para la acción climática... Cap. 4.1 / Cuadro 4.2,,
408,DONACIONES_AMBIENTALES_21440,Donaciones ambientales,Sector privado,private_sector,grant,"Chile national, Chile regional, Chile comunal","ngo, community_org","Waste, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,Régimen de donaciones con beneficios tributarios para entidades sin fines de lucro registradas; comprende temas ambientales.,2026-03-19,I8. Guía para la acción climática... Cap. 4.1 / Cuadro 4.3,,
409,CONVENIOS_PROGRAMACION_GORE_MUNI,Convenios de programación (financiamiento de gobiernos regionales a municipios),Gobiernos regionales,regional_government,grant,"Chile regional, Chile comunal",municipal,"Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,Convenios anuales o plurianuales para proyectos de impacto comunal o intercomunal; pueden incluir otras entidades públicas o privadas.,2026-03-19,I8. Guía para la acción climática... Cap. 4.1 / Cuadro 4.4,,
410,CONVENIOS_PROGRAMACION_LEY_PRES,Convenios de programación en base a disposiciones de la Ley de Presupuestos,Servicios públicos del gobierno central,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, regional, public_agency","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,Asignaciones de transferencias corrientes o de capital en presupuestos ministeriales y de servicios públicos vinculables a transformaciones climáticas.,2026-03-19,I8. Guía para la acción climática... Cap. 4.1 / Cuadro 4.5,,
411,ACUERDOS_DIRECTOS_SP_MUNI,Acuerdos directos (servicios públicos del gobierno central a municipios),Servicios públicos del gobierno central,national_government,grant,"Chile national, Chile comunal",municipal,"Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,"Instrumentos de acción coordinada entre municipio y servicios públicos; dependen de coincidencia territorial, facultades sectoriales y disponibilidad de financiamiento.",2026-03-19,I8. Guía para la acción climática... Cap. 4.1 / Cuadro 4.6,147,Son lo mismo
412,CONCESIONES_MUNICIPALES,Concesiones (municipios al sector privado),Municipalidades,local_government,blended,Chile comunal,"private, ppp","Stationary Energy – Commercial/Public Buildings, Transportation, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,"Herramienta legal para proyectos como estacionamientos, forestación urbana o renovación de luminarias; concesionarios pueden cobrar a terceros.",2026-03-19,I8. Guía para la acción climática... Cap. 4.1 / Cuadro 4.7,148,Son lo mismo
414,CORFO_DPS_418,Desarrollo Productivo Sostenible - asignación 418 Recursos de asignación complementaria,CORFO,national_government,grant,"Chile national, Chile regional","regional, municipal, private, academia","Stationary Energy – Industry, AFOLU",cross_sector,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_CORFO,Línea presupuestaria de CORFO incluida en Anexo 1 como potencialmente aplicable a fines de cambio climático.,2026-03-19,I8. Guía para la acción climática... Anexo 1,149,Son lo mismo
415,MOP_INFRA_BUEN_VIVIR_001,Infraestructura para el Buen Vivir - asignación 001 A otros ejecutores,Dirección General de Obras Públicas,national_government,grant,"Chile national, Chile regional, Chile comunal","regional, municipal, public_agency","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Incluida en Anexo 1 dentro de transferencias corrientes.,2026-03-19,I8. Guía para la acción climática... Anexo 1,150,Son lo mismo
416,INDAP_SDCPYEMP_407,Servicios Desarrollo de Capacidades Productivas y Empresariales - asignación 407,INDAP,national_government,technical_assistance,"Chile national, Chile regional, Chile comunal","municipal, community_org, private",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Servicio INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,124,Son lo mismo
417,INDAP_SAT_415,Servicios de Asesoría Técnica - asignación 415,INDAP,national_government,technical_assistance,"Chile national, Chile regional, Chile comunal","municipal, community_org, private",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Servicio INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
418,INDAP_PRODESAL_416,Programa de Desarrollo de Acción Local - asignación 416,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, community_org, private",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,6,Son lo mismo
419,INDAP_PDTI_418,Programa de Desarrollo Territorial Indígena - asignación 418,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, community_org, private",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,125,Son lo mismo
420,INDAP_ALIANZAS_420,Alianzas Productivas - asignación 420,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,88,Son lo mismo
421,INDAP_COMERCIALIZACION_421,Asesorías para Comercialización - asignación 421,INDAP,national_government,technical_assistance,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,89,Son lo mismo
422,INDAP_PROD_SUST_422,Asesoría Producción Sustentable de Cultivos Tradicionales - asignación 422,INDAP,national_government,technical_assistance,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
424,MTT_RED_MOVILIDAD_2023,Red Movilidad - asignación 001 Programa Extraordinario 2023,Ministerio de Transportes y Telecomunicaciones,national_government,grant,"Chile national, Chile regional","regional, municipal, public_agency",Transportation,transport,closed,Ley de Presupuestos 2023,No especificado,No especificado,Programa extraordinario 2023 incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
425,MTT_SUBSIDIO_TRANSP_REG_511,Subsidio al Transporte Regional - asignación 511,Ministerio de Transportes y Telecomunicaciones,national_government,grant,"Chile national, Chile regional","regional, municipal, public_agency",Transportation,transport,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Subsidio incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,108,Son lo mismo
426,SUBE_ERNC_003,Apoyo al Desarrollo de Energías Renovables no Convencionales - asignación 003,Subsecretaría de Energía,national_government,grant,"Chile national, Chile regional, Chile comunal","regional, municipal, public_agency",Stationary Energy – Energy Supply,energy,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa energético incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
427,SUBE_ENERGIZACION_RURAL_004,Programa Energización Rural y Social - asignación 004,Subsecretaría de Energía,national_government,grant,"Chile national, Chile regional, Chile comunal","regional, municipal, public_agency",Stationary Energy – Energy Supply,energy,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa energético incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,83,Son lo mismo
428,SUBE_EFICIENCIA_006,Plan de Acción de Eficiencia Energética - asignación 006,Subsecretaría de Energía,national_government,grant,"Chile national, Chile regional, Chile comunal","regional, municipal, public_agency",Stationary Energy,energy,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa energético incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
429,SUBE_H2V_007,Programa de Impulso al Hidrógeno Verde en Chile - asignación 007,Subsecretaría de Energía,national_government,grant,"Chile national, Chile regional","regional, public_agency, private",Stationary Energy – Energy Supply,energy,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa energético incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,92,Son lo mismo
430,SUBE_TEJ_008,Transición Energética Justa - asignación 008,Subsecretaría de Energía,national_government,grant,"Chile national, Chile regional, Chile comunal","regional, municipal, public_agency",Stationary Energy – Energy Supply,energy,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa energético incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,99,Son lo mismo
432,SCAM_MMA_004,Certificación Ambiental Municipal - asignación 004,Ministerio del Medio Ambiente,national_government,technical_assistance,"Chile national, Chile comunal",municipal,"Waste, AFOLU",cross_sector,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_MMA,Programa municipal incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
433,MMA_PRONOSTICO_CA_009,Modelo de Pronóstico de Calidad del Aire - asignación 009,Ministerio del Medio Ambiente,national_government,technical_assistance,"Chile national, Chile regional, Chile comunal","municipal, regional, public_agency",Stationary Energy,energy,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_MMA,Programa incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
434,MMA_CALEF_SUST_011,Calefacción Sustentable - asignación 011,Ministerio del Medio Ambiente,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, public_agency, community_org",Stationary Energy – Residential Buildings,buildings,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_MMA,Programa incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,109,Son lo mismo
435,FONDO_RECICLAJE_MMA_017,Fondo del Reciclaje - asignación 017,Ministerio del Medio Ambiente,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, community_org",Waste,waste,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_MMA,Fondo incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
436,MMA_NDC_023,Cambio Climático y Contribución Determinada a Nivel Nacional (NDC) - asignación 023,Ministerio del Medio Ambiente,national_government,technical_assistance,"Chile national, Chile regional, Chile comunal","municipal, regional, public_agency","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_MMA,Programa de Adaptación y Mitigación para el Cambio Climático incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
437,PMB_SUBDERE_006,Programa de Mejoramiento de Barrios (PMB) - asignación 006 Municipalidades,SUBDERE,national_government,grant,"Chile national, Chile regional, Chile comunal",municipal,"Waste, AFOLU, Stationary Energy – Commercial/Public Buildings",cross_sector,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_SUBDERE,Programa SUBDERE incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,112,Son lo mismo
438,SUBDERE_CONTINGENCIA_432,Fondo de Apoyo Contingencia Regional - asignación 432,SUBDERE,national_government,grant,"Chile national, Chile regional",regional,"Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_SUBDERE,Fondo incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,100,Son lo mismo
439,SSR_APL_LEYES_202,Aplicación Leyes N° 20.998 y 21.435 (agua potable rural) - asignación 202,Subdirección de Servicios Sanitarios Rurales,national_government,grant,"Chile national, Chile regional, Chile comunal","regional, municipal, public_agency",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa hídrico incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,101,Son lo mismo
440,MOP_FONDO_INFRA_001,Fondo de Infraestructura para el Desarrollo - asignación 001 A otros ejecutores,Dirección General de Obras Públicas,national_government,grant,"Chile national, Chile regional, Chile comunal","regional, municipal, public_agency","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Fondo incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,102,Son lo mismo
441,DGA_APL_LEYES_202,Aplicación Leyes N° 20.998 y 21.435 (gestión de cuencas) - asignación 202,Dirección General de Aguas,national_government,grant,"Chile national, Chile regional, Chile comunal","regional, municipal, public_agency",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa hídrico incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
442,INDAP_RIEGO_001,Riego - asignación 001,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa de inversión INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,110,Son lo mismo
443,INDAP_INV_002,Programa Desarrollo Inversiones - asignación 002,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa de inversión INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,103,Son lo mismo
444,INDAP_PRODESAL_006,Programa de Desarrollo de Acción Local - asignación 006,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa de inversión INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,111,Son lo mismo
445,INDAP_PDTI_007,Programa de Desarrollo Territorial Indígena - asignación 007,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa de inversión INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,107,Son lo mismo
446,INDAP_ALIANZAS_009,Alianzas Productivas - asignación 009,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa de inversión INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,90,Son lo mismo
447,INDAP_INV_COMERCIAL_012,Inversiones para Comercialización - asignación 012,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa de inversión INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,89,Son lo mismo
448,INDAP_INV_SAT_013,Inversiones Servicios de Asesoría Técnica - asignación 013,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa de inversión INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,,
449,INDAP_INV_PROD_SUST_014,Inversión Producción Sustentable de Cultivos Tradicionales - asignación 014,INDAP,national_government,grant,"Chile national, Chile regional, Chile comunal","municipal, private, community_org",AFOLU,other,recurring,Ley de Presupuestos 2023,No especificado,ACTOR_INDAP,Programa de inversión INDAP incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,104,Son lo mismo
451,MINVU_ASENT_PREC_003,Asentamientos Precarios - asignación 003 Municipalidades,Subsecretaría de Vivienda y Urbanismo,national_government,grant,"Chile national, Chile regional, Chile comunal",municipal,"Stationary Energy – Residential Buildings, AFOLU",buildings,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa MINVU incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,87,Son lo mismo
452,MINVU_REC_BARRIOS_002,Programa Recuperación de Barrios - asignación 002 Municipalidades,Subsecretaría de Vivienda y Urbanismo,national_government,grant,"Chile national, Chile regional, Chile comunal",municipal,"Stationary Energy – Residential Buildings, Stationary Energy – Commercial/Public Buildings, AFOLU",buildings,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa MINVU incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,98,Son lo mismo
453,MINVU_PEQ_LOC_106,Pequeñas Localidades - asignación 106 Municipalidades,Subsecretaría de Vivienda y Urbanismo,national_government,grant,"Chile national, Chile regional, Chile comunal",municipal,"Stationary Energy – Residential Buildings, Stationary Energy – Commercial/Public Buildings, AFOLU",buildings,recurring,Ley de Presupuestos 2023,No especificado,No especificado,Programa MINVU incluido en Anexo 1.,2026-03-19,I8. Guía para la acción climática... Anexo 1,88,Son lo mismo
454,CORFO_PDT,Programa de Difusión Tecnológica,CORFO,national_government,grant,Chile national,private,AFOLU,cross_sector,recurring,De acuerdo a la convocatoria correspondiente,https://www.corfo.cl/sites/cpp/movil/pdt,ACTOR_CORFO,"Subsidio/cofinanciamiento para difusión y transferencia tecnológica. El informe lo prioriza como apoyo para capacitación, asistencia técnica y adopción de mejores prácticas en mitigación agrícola.",2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,,
455,CORFO_CREDITO_VERDE,Crédito Verde / Refinanciamiento Verde Sustentable,CORFO,national_government,loan,Chile national,private,AFOLU,cross_sector,open,Permanente,No especificado,ACTOR_CORFO,Financia proyectos que mitiguen cambio climático y/o mejoren sustentabilidad ambiental. El informe lo vincula a inversiones como biodigestores y otras mejoras productivas sustentables.,2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,147,Son lo mismo
457,AGROSEGUROS_SUBVENCION_PRIMAS,Comité Agroseguros - Subvención Primas,Comité Agroseguros,national_government,grant,Chile national,private,AFOLU,other,recurring,No especificado,No especificado,No especificado,Subvención de primas de seguros agrícolas. En las acciones del informe se propone mejorar los subsidios para seguros agrícolas vinculados a medidas como el uso eficiente de fertilizantes.,2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,148,Son lo mismo
459,SAG_SIRSD_LEY_20412,Sistema de Incentivos Ley N° 20.412,Servicio Agrícola y Ganadero (SAG),national_government,grant,Chile national,private,AFOLU,other,recurring,No especificado,No especificado,No especificado,Sistema de incentivos agroambientales priorizado en el informe. Se propone adecuarlo para apoyar el uso eficiente de fertilizantes nitrogenados.,2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,149,Son lo mismo
460,SENCE_CAPACITACION_OFICIOS,Programa de Capacitación en Oficios,Servicio Nacional de Capacitación y Empleo (SENCE),national_government,grant,Chile national,private,AFOLU,cross_sector,recurring,No especificado,No especificado,No especificado,"Programa de capacitación priorizado para apoyar asistencia técnica, formación y adopción de prácticas de mitigación en agricultura.",2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,150,Son lo mismo
461,SENCE_FORMACION_PUESTO_TRABAJO,Programa de Formación en el Puesto de Trabajo,Servicio Nacional de Capacitación y Empleo (SENCE),national_government,grant,Chile national,private,AFOLU,cross_sector,recurring,No especificado,No especificado,No especificado,Programa de formación laboral priorizado en el informe para fortalecer capacidades y adopción de prácticas/tecnologías de mitigación en el sector agrícola.,2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,124,Son lo mismo
465,GCF_PROGRAMA_PAIS_CHILE,Green Climate Fund (GCF) - Programa País Chile,Green Climate Fund (GCF),multilateral_agency,other,global,"national, public_agency",AFOLU,cross_sector,recurring,No se ha accedido a información de plazos exactos,https://www.greenclimate.fund/,No especificado,El informe indica que el Programa País GCF Chile ha priorizado biodigestores de purines porcinos y asistencia técnica para uso eficiente de fertilizantes.,2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,6,Son lo mismo
467,BID_PLAN_ACCION_CLIMA,Plan de acción 2021-2025 del BID en materia de cambio climático,Banco Interamericano del Desarrollo (BID),multilateral_agency,blended,Latin America,"national, public_agency",AFOLU,cross_sector,recurring,Consultar procedimientos de solicitud en la página web de cada fondo,https://publications.iadb.org/publications/spanish/viewer/Plan-de-accion-del-Grupo-BID-en-materia-de-cambio-climatico-2021-2025.pdf,No especificado,"El BID ofrece préstamos, garantías, financiamientos no reembolsables, cooperaciones técnicas y capital. El informe destaca apoyo a agricultura baja en carbono y gestión de uso de la tierra.",2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,5,No es lo mismo
468,GMH_FILANTROPIA,Global Methane Hub - Financiamiento en base a Filantropía,Global Methane Hub,ngo/foundation,grant,global,"academia, ngo, public_agency, other",AFOLU,cross_sector,recurring,No dispone de fondos concursables ni convocatorias,No especificado,No especificado,"Apoya investigación, estudios de factibilidad, plataformas de monitoreo y datos para reducción de metano. No financia empresas con fines de lucro.",2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,,
469,IFC_CREDITO_CLIMA,International Finance Corporation (IFC) del Banco Mundial,International Finance Corporation (IFC) del Banco Mundial,multilateral_agency,loan,global,private,AFOLU,cross_sector,open,Depende de cada proceso de postulación a crédito,No especificado,No especificado,IFC canaliza financiamiento a proyectos privados que contribuyen significativamente a mitigación. En el informe se identifica como fuente para inversión climática agrícola.,2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,117,Son lo mismo
470,FMO_CREDITO_AGRONEGOCIOS,Banco Holandés de Desarrollo Empresarial - Crédito financiero,Banco Holandés de Desarrollo Empresarial,bilateral_agency,loan,global,private,AFOLU,cross_sector,open,Dependen de cada proceso de postulación a crédito,No especificado,No especificado,Instrumento de crédito para agronegocios a lo largo de la cadena de valor. El informe lo prioriza para proyectos agrícolas con foco en sostenibilidad.,2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,113,Son lo mismo
471,CAF_CLIMA_AGRICULTURA,"Créditos desde CAF, proyectos financiados vía GEF, proyectos financiados vía GCF",CAF - Banco de Desarrollo de América Latina y el Caribe,multilateral_agency,blended,Latin America,"national, public_agency, private",AFOLU,cross_sector,recurring,Irá en función del proyecto en particular y el tipo de instrumento que se utilice,No especificado,No especificado,"CAF ofrece financiamiento, asistencia técnica, desarrollo de capacidades y estructuración de proyectos. El informe lo identifica además como intermediario potencial para GEF y entidad acreditada ante GCF.",2026-03-19,I9. Copy of 231204 Informe Final ODEPA Financiamiento Mitigación Agricultura (enviada 2.0).docx,114,Son lo mismo
485,EDREP_2026_021,A Otras Entidades Públicas (03) Comités varios (ej. Comité Agencia de Fomento de la Producción Sustentable / Comité Sistema de Empresa,CORFO,national_government,grant,Chile national,public_agency,Stationary Energy,cross_sector,No especificado,No especificado,No especificado,ACTOR_CORFO,Tabla 2.1; tipo original: Transferencias Corrientes; monto: 28.444 MM$.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,,
501,EDREP_2026_037,Subt 31. Iniciativas de Inversión,Dirección General de Obras Públicas,national_government,other,Chile national,"public_agency, ppp, private",No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,Tabla 2.1 | tipo original: Transferencias de capital | monto: 37.590 MM$. | monto: 453.554 MM$.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,93,Son lo mismo
523,EDREP_2026_059,Subt 24. A Otras Entidades Públicas (03). Transición Energética Justa (008),Subsecretaría de Energía,national_government,grant,Chile national,public_agency,Stationary Energy – Energy Supply,energy,No especificado,No especificado,No especificado,No especificado,Tabla 2.1; tipo original: Transferencias corrientes; monto: 7.869 MM$.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,105,Son lo mismo
532,EDREP_2026_068,Fondo de Desarrollo de Magallanes,Gobiernos Regionales,regional_government,grant,Chile regional,"public_agency, municipal",Stationary Energy,cross_sector,No especificado,No especificado,No especificado,No especificado,Tabla 2.1; tipo original: Transferencias de capital; monto: 4.638 MM$.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,92,Son lo mismo
533,EDREP_2026_069,Creación de Organismo Público Privada (ej. Fundación Chilena de Eficiencia Logística - Conecta Logística),CORFO,national_government,other,Chile national,No especificado,Stationary Energy,cross_sector,No especificado,No especificado,No especificado,ACTOR_CORFO,Tabla 2.1; tipo original: Creación de Organismo Público Privada (ej. Fundación Chilena de Eficiencia Logística - Conecta Logística); monto: Variado MM$.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,115,Son lo mismo
536,EDREP_2026_072,Programas de Capital de Riesgo,CORFO,national_government,equity,Chile national,private,Stationary Energy,cross_sector,No especificado,No especificado,No especificado,ACTOR_CORFO,Tabla 2.2; tipo original: Programa.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,85,Son lo mismo
539,EDREP_2026_075,SCLEA Fondo de inversión,SCLEA,private_sector,equity,Chile national,private,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,Tabla 2.2; tipo original: Instrumento.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,106,Son lo mismo
540,EDREP_2026_076,Plan de Energía Renovable,Dirección General de Concesiones de Obras Públicas,national_government,other,Chile national,"ppp, private, public_agency",Stationary Energy – Energy Supply,energy,No especificado,No especificado,No especificado,No especificado,Tabla 2.2; tipo original: Plan.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,,
545,EDREP_2026_081,Programa de Integración Social y Territorial (DS19),Subsecretaría de Vivienda y Urbanismo,national_government,grant,Chile national,private,Stationary Energy – Residential Buildings,buildings,No especificado,No especificado,No especificado,No especificado,Tabla 2.2; tipo original: Programa.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,,
554,EDREP_2026_090,Comité Innova,CORFO - Comité Innova,national_government,grant,Chile national,No especificado,Stationary Energy,cross_sector,No especificado,No especificado,No especificado,ACTOR_CORFO,Sección 5.2; barrera: Falta de proyectos piloto; vínculo ED: Este instrumento podría aportar en la materialización de piloto de energía distrital y también de pilotos para resolver barreras.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,,
555,EDREP_2026_091,Fondo de Infraestructura para el Desarrollo,Fondo de Infraestructura para el Desarrollo,other,grant,Chile national,"ppp, private, public_agency",Stationary Energy,cross_sector,No especificado,No especificado,No especificado,No especificado,Sección 5.2; barrera: Alto costo de desarrollo de proyectos en etapas de inversión; vínculo ED: El Fondo permite cofinanciar la inversión necesaria para el desarrollo y operación del proyecto de energía distrital.,2026-03-19,I10. Copy of 23071 Informe final v2 - issued.docx,126,Son lo mismo
